from,to,t_from,t_to,l,k,flow
m2_q_l2,m2_q_l2,3,4,l1,k2,9.9461523
m3_q_l2,m3_q_l2,2,3,l1,k3,9.76285
m1_q_l1,m1_q_l1,4,5,l1,k2,9.28706
m2_q_l1,m2_q_l1,5,6,l1,k2,8.4129571
m1_q_l2,m1_q_l2,7,8,l1,k1,7.8785324
m10_q_l1,m10_q_l1,5,6,l1,k1,7.7836614
m3_q_l1,m3_q_l1,7,8,l1,k5,7.7117113
m1_q_l1,m1_q_l1,5,6,l1,k4,6.9670616
m2_q_l1,m2_q_l1,4,5,l1,k5,6.4843047
m1_q_l1,m1_q_l1,9,10,l1,k2,6.1545269
m1_q_l1,m1_q_l1,11,12,l1,k4,5.8476384
m3_q_l2,m3_q_l2,8,9,l1,k3,5.5871491
m4_q_l2,m4_q_l2,6,7,l1,k4,5.5308531
m3_q_l1,m3_q_l1,3,4,l1,k3,3.6952896
m3_q_l1,m3_q_l1,4,5,l1,k3,3.6952896
m3_q_l1,m3_q_l1,5,6,l1,k3,3.6952896
m3_q_l1,m3_q_l1,6,7,l1,k3,3.6952896
m3_q_l1,m3_q_l1,6,7,l1,k2,2.9160456
m10_q_l1,m10_q_l1,3,4,l1,k4,2.0280487
m2_q_l2,m2_q_l2,6,7,l1,k2,1.0484304
m10_q_l1,m10_q_l1,7,8,l1,k4,0.91894242
m3_q_l1,m3_q_l1,1,2,l1,k2,0.42267991
