from,to,t_from,t_to,l,k,flow
m2_q_l1,m2_q_l1,2,3,l1,k5,9.3305192
m2_q_l2,m2_q_l2,3,4,l1,k2,9.0744817
m1_q_l1,m1_q_l1,9,10,l1,k2,8.6032064
m10_q_l1,m10_q_l1,5,6,l1,k1,8.5449547
m3_q_l2,m3_q_l2,8,9,l1,k3,7.9546422
m3_q_l1,m3_q_l1,1,2,l1,k2,7.8733624
m3_q_l1,m3_q_l1,1,2,l1,k4,6.1828616
m5_q_l2,m5_q_l2,11,12,l1,k5,5.3375052
m10_q_l1,m10_q_l1,3,4,l1,k4,5.2239946
m3_q_l1,m3_q_l1,6,7,l1,k4,4.0071538
m1_q_l1,m1_q_l1,5,6,l1,k4,3.5922898
m2_q_l2,m2_q_l2,7,8,l1,k2,1.7205899
m2_q_l1,m2_q_l1,2,3,l1,k2,1.378937
m2_q_l2,m2_q_l2,1,2,l1,k2,1.1784489
m1_q_l2,m1_q_l2,1,2,l1,k1,1.1665383
m1_q_l2,m1_q_l2,7,8,l1,k1,0.43374963
