from,to,t_from,t_to,l,k,flow
m10_q_l1,m10_q_l1,4,5,l1,k2,12.989241
m10_q_l1,m10_q_l1,3,4,l1,k4,11.664273
m10_q_l1,m10_q_l1,7,8,l1,k4,11.049583
m1_q_l1,m1_q_l1,8,9,l1,k5,10.140765
m10_q_l1,m10_q_l1,5,6,l1,k1,9.7613539
m2_q_l1,m2_q_l1,6,7,l1,k1,9.6091121
m1_q_l1,m1_q_l1,8,9,l1,k1,6.9593262
m2_q_l2,m2_q_l2,10,11,l1,k2,5.9668358
m3_q_l1,m3_q_l1,11,12,l1,k1,4.6475577
m2_q_l2,m2_q_l2,11,12,l1,k2,4.443739
m5_q_l2,m5_q_l2,8,9,l1,k5,4.3187285
m2_q_l1,m2_q_l1,1,2,l1,k1,3.5010159
m2_q_l1,m2_q_l1,2,3,l1,k2,3.4287151
m2_q_l1,m2_q_l1,5,6,l1,k2,2.3816398
m10_q_l1,m10_q_l1,3,4,l1,k5,1.9035635
m10_q_l1,m10_q_l1,4,5,l1,k5,1.9035635
m2_q_l2,m2_q_l2,1,2,l1,k2,1.1308904
m1_q_l1,m1_q_l1,2,3,l1,k5,0.66362371
m1_q_l1,m1_q_l1,8,9,l1,k3,0.64358562
m1_q_l1,m1_q_l1,6,7,l1,k4,0.46764982
