from,to,t_from,t_to,l,k,flow
m10_q_l1,m10_q_l1,3,4,l1,k1,17.17322
m5_q_l2,m5_q_l2,10,11,l1,k5,17.170675
m1_q_l1,m1_q_l1,9,10,l1,k4,17.012093
m3_q_l1,m3_q_l1,3,4,l1,k1,16.174817
m3_q_l1,m3_q_l1,8,9,l1,k2,16.022606
m3_q_l1,m3_q_l1,11,12,l1,k4,15.319737
m2_q_l1,m2_q_l1,1,2,l1,k4,15.268331
m10_q_l1,m10_q_l1,6,7,l1,k5,15.262474
m10_q_l1,m10_q_l1,11,12,l1,k1,15.162579
m10_q_l1,m10_q_l1,10,11,l1,k3,15.049751
m1_q_l1,m1_q_l1,11,12,l1,k2,14.586493
m10_q_l1,m10_q_l1,5,6,l1,k2,14.583452
m2_q_l1,m2_q_l1,8,9,l1,k1,13.769995
m1_q_l1,m1_q_l1,10,11,l1,k1,13.031611
m1_q_l2,m1_q_l2,1,2,l1,k1,12.735988
m3_q_l1,m3_q_l1,7,8,l1,k1,12.155291
m4_q_l2,m4_q_l2,11,12,l1,k4,11.071065
m2_q_l2,m2_q_l2,3,4,l1,k2,9.928203
m2_q_l1,m2_q_l1,4,5,l1,k5,9.7066272
m2_q_l1,m2_q_l1,2,3,l1,k5,9.527909
m1_q_l1,m1_q_l1,3,4,l1,k3,9.4148133
m2_q_l1,m2_q_l1,5,6,l1,k2,9.3168605
m3_q_l1,m3_q_l1,6,7,l1,k4,9.0921437
m10_q_l1,m10_q_l1,5,6,l1,k1,8.7874236
m1_q_l1,m1_q_l1,4,5,l1,k2,8.5392876
m10_q_l1,m10_q_l1,2,3,l1,k2,8.0076844
m2_q_l2,m2_q_l2,6,7,l1,k2,7.0907969
m1_q_l2,m1_q_l2,7,8,l1,k1,6.9761044
m2_q_l2,m2_q_l2,5,6,l1,k2,6.9336098
m1_q_l1,m1_q_l1,5,6,l1,k4,6.6227487
m2_q_l2,m2_q_l2,7,8,l1,k2,5.6928896
m1_q_l1,m1_q_l1,9,10,l1,k2,5.5393691
m2_q_l1,m2_q_l1,1,2,l1,k5,5.4630895
m10_q_l1,m10_q_l1,4,5,l1,k2,4.872093
m3_q_l2,m3_q_l2,8,9,l1,k3,4.7828654
m3_q_l2,m3_q_l2,2,3,l1,k3,4.7567472
m4_q_l2,m4_q_l2,6,7,l1,k4,4.7078041
m1_q_l1,m1_q_l1,11,12,l1,k4,1.7097407
m3_q_l1,m3_q_l1,1,2,l1,k2,0.0030550223
