from,to,t_from,t_to,l,k,flow
m5_q_l2,m5_q_l2,5,6,l1,k5,47.691298
m1_q_l1,m1_q_l1,9,10,l1,k5,46.798268
m10_q_l1,m10_q_l1,8,9,l1,k5,44.734004
m1_q_l1,m1_q_l1,3,4,l1,k5,44.470332
m2_q_l1,m2_q_l1,3,4,l1,k3,44.412635
m1_q_l2,m1_q_l2,3,4,l1,k1,44.273878
m1_q_l1,m1_q_l1,11,12,l1,k3,44.093674
m3_q_l1,m3_q_l1,9,10,l1,k5,44.062458
m3_q_l1,m3_q_l1,7,8,l1,k4,40.739776
m3_q_l1,m3_q_l1,8,9,l1,k4,40.739776
m10_q_l1,m10_q_l1,6,7,l1,k3,38.689645
m2_q_l1,m2_q_l1,5,6,l1,k5,38.512897
m5_q_l2,m5_q_l2,4,5,l1,k5,37.550658
m3_q_l1,m3_q_l1,2,3,l1,k2,37.305618
m1_q_l1,m1_q_l1,4,5,l1,k3,36.487874
m5_q_l2,m5_q_l2,11,12,l1,k5,36.100273
m2_q_l1,m2_q_l1,9,10,l1,k1,35.822545
m1_q_l2,m1_q_l2,9,10,l1,k1,35.743367
m1_q_l1,m1_q_l1,6,7,l1,k5,35.104955
m3_q_l2,m3_q_l2,2,3,l1,k3,35.084292
m2_q_l1,m2_q_l1,11,12,l1,k4,34.882172
m1_q_l1,m1_q_l1,10,11,l1,k4,34.308135
m2_q_l1,m2_q_l1,8,9,l1,k3,34.286402
m3_q_l1,m3_q_l1,8,9,l1,k1,33.906648
m3_q_l2,m3_q_l2,5,6,l1,k3,33.805034
m3_q_l1,m3_q_l1,8,9,l1,k5,33.65834
m10_q_l1,m10_q_l1,11,12,l1,k5,32.512815
m10_q_l1,m10_q_l1,5,6,l1,k2,32.366888
m2_q_l2,m2_q_l2,5,6,l1,k2,31.831732
m3_q_l2,m3_q_l2,6,7,l1,k3,30.448989
m2_q_l1,m2_q_l1,4,5,l1,k1,30.322175
m10_q_l1,m10_q_l1,4,5,l1,k4,29.434212
m10_q_l1,m10_q_l1,5,6,l1,k4,29.434212
m1_q_l1,m1_q_l1,10,11,l1,k1,29.296419
m2_q_l1,m2_q_l1,8,9,l1,k2,29.038473
m5_q_l2,m5_q_l2,10,11,l1,k5,28.997068
m4_q_l2,m4_q_l2,5,6,l1,k4,28.563748
m1_q_l1,m1_q_l1,10,11,l1,k3,26.779103
m1_q_l1,m1_q_l1,2,3,l1,k3,25.916812
m10_q_l1,m10_q_l1,9,10,l1,k1,25.194247
m1_q_l2,m1_q_l2,11,12,l1,k1,24.678467
m10_q_l1,m10_q_l1,10,11,l1,k4,24.391213
m10_q_l1,m10_q_l1,7,8,l1,k5,23.449974
m2_q_l1,m2_q_l1,11,12,l1,k1,22.629317
m10_q_l1,m10_q_l1,2,3,l1,k2,22.554103
m3_q_l1,m3_q_l1,6,7,l1,k5,22.530603
m1_q_l1,m1_q_l1,4,5,l1,k2,21.704556
m3_q_l1,m3_q_l1,8,9,l1,k2,20.197554
m2_q_l2,m2_q_l2,3,4,l1,k2,20.118974
m2_q_l1,m2_q_l1,9,10,l1,k4,20.107604
m2_q_l1,m2_q_l1,10,11,l1,k4,20.107604
m10_q_l1,m10_q_l1,3,4,l1,k1,19.99602
m1_q_l1,m1_q_l1,7,8,l1,k2,19.866292
m3_q_l1,m3_q_l1,6,7,l1,k4,19.699204
m3_q_l2,m3_q_l2,4,5,l1,k3,19.687209
m10_q_l1,m10_q_l1,2,3,l1,k3,19.455259
m2_q_l1,m2_q_l1,1,2,l1,k5,19.173714
m3_q_l1,m3_q_l1,6,7,l1,k2,18.826344
m2_q_l1,m2_q_l1,4,5,l1,k5,18.586145
m1_q_l1,m1_q_l1,3,4,l1,k3,18.514869
m2_q_l1,m2_q_l1,4,5,l1,k4,18.464507
m10_q_l1,m10_q_l1,11,12,l1,k1,18.359788
m10_q_l1,m10_q_l1,10,11,l1,k3,18.208402
m1_q_l1,m1_q_l1,1,2,l1,k5,17.531693
m10_q_l1,m10_q_l1,6,7,l1,k5,17.511687
m3_q_l1,m3_q_l1,1,2,l1,k2,17.469894
m1_q_l1,m1_q_l1,11,12,l1,k2,17.158709
m2_q_l1,m2_q_l1,8,9,l1,k1,17.10697
m3_q_l1,m3_q_l1,11,12,l1,k4,16.986114
m1_q_l1,m1_q_l1,9,10,l1,k4,16.96346
m10_q_l1,m10_q_l1,10,11,l1,k5,16.492071
m3_q_l1,m3_q_l1,7,8,l1,k1,16.34201
m3_q_l1,m3_q_l1,10,11,l1,k2,16.205491
m3_q_l1,m3_q_l1,3,4,l1,k1,16.146139
m3_q_l1,m3_q_l1,3,4,l1,k4,15.951225
m2_q_l1,m2_q_l1,2,3,l1,k3,15.875393
m2_q_l1,m2_q_l1,7,8,l1,k3,15.858215
m3_q_l1,m3_q_l1,3,4,l1,k3,15.716043
m3_q_l1,m3_q_l1,4,5,l1,k3,15.716043
m3_q_l1,m3_q_l1,5,6,l1,k3,15.716043
m3_q_l1,m3_q_l1,6,7,l1,k3,15.716043
m2_q_l1,m2_q_l1,1,2,l1,k4,15.196298
m1_q_l1,m1_q_l1,5,6,l1,k5,15.042956
m4_q_l2,m4_q_l2,4,5,l1,k4,14.950109
m10_q_l1,m10_q_l1,9,10,l1,k4,14.709203
m1_q_l1,m1_q_l1,5,6,l1,k2,14.303871
m3_q_l2,m3_q_l2,10,11,l1,k3,14.204174
m2_q_l1,m2_q_l1,2,3,l1,k5,13.506468
m3_q_l1,m3_q_l1,7,8,l1,k5,13.047382
m1_q_l2,m1_q_l2,7,8,l1,k1,12.779956
m1_q_l1,m1_q_l1,8,9,l1,k5,12.76051
m1_q_l1,m1_q_l1,9,10,l1,k2,12.651214
m10_q_l1,m10_q_l1,5,6,l1,k1,12.507569
m2_q_l2,m2_q_l2,7,8,l1,k2,12.345766
m10_q_l1,m10_q_l1,8,9,l1,k1,12.193058
m3_q_l2,m3_q_l2,8,9,l1,k3,12.059422
m10_q_l1,m10_q_l1,4,5,l1,k2,11.992827
m2_q_l2,m2_q_l2,6,7,l1,k2,11.597507
m1_q_l2,m1_q_l2,1,2,l1,k1,11.578408
m2_q_l1,m2_q_l1,10,11,l1,k3,10.64985
m2_q_l1,m2_q_l1,11,12,l1,k3,10.64985
m10_q_l1,m10_q_l1,3,4,l1,k4,10.442849
m2_q_l1,m2_q_l1,2,3,l1,k2,8.0127437
m1_q_l1,m1_q_l1,1,2,l1,k3,7.4328878
m3_q_l1,m3_q_l1,11,12,l1,k1,6.4317052
m5_q_l2,m5_q_l2,8,9,l1,k5,5.545819
m2_q_l1,m2_q_l1,6,7,l1,k1,5.4983847
m10_q_l1,m10_q_l1,7,8,l1,k4,5.3529857
m1_q_l1,m1_q_l1,8,9,l1,k1,3.9728841
m2_q_l2,m2_q_l2,1,2,l1,k2,3.4205936
m1_q_l1,m1_q_l1,2,3,l1,k5,3.3821489
m2_q_l2,m2_q_l2,11,12,l1,k2,2.295826
m2_q_l1,m2_q_l1,1,2,l1,k1,1.667344
m2_q_l2,m2_q_l2,10,11,l1,k2,0.64455722
m10_q_l1,m10_q_l1,3,4,l1,k5,0.60237566
m10_q_l1,m10_q_l1,4,5,l1,k5,0.60237566
